"ID","symbtypes","relative","absolute","colony","Region","Locality","replicate","Site","Season","Qubit..ng.uL.","species","clade","symbtypes_s","species_colony"
"ML5941","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",10757,0.773106223947104,205,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","40,7","P.verrucosa","D","D1","P.verrucosa 205"
"ML5946","C1d-C42.2-C1-C1nr",866,0.0498359901018588,207,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60",NA,"C","C1d","NA 207"
"ML5946","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",13329,0.767048397306785,207,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60",NA,"D","D1","NA 207"
"ML6176","C1d/C1-C42.2-C1b-C3cg-C1au",456,0.0480050531634909,233,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","199","P.meandrina","C","C1d","P.meandrina 233"
"ML6176","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",7210,0.759027266028003,233,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","199","P.meandrina","D","D1","P.meandrina 233"
"ML6093","C1d-C42.2-C1-C1b-C3cg-C3cw",1941,0.135867282654347,206,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","34",NA,"C","C1d","NA 206"
"ML6093","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",9926,0.694806103877923,206,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","34",NA,"D","D1","NA 206"
"ML5947","C1d/C1-C42.2-C1b-C3cg-C1au",253,0.0147875387223099,207,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling",">60",NA,"C","C1d","NA 207"
"ML5947","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",13990,0.817698287451049,207,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling",">60",NA,"D","D1","NA 207"
"ML6126","C1d/C1bi-C42.2-C1",233,0.0274666981020865,217,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","187","P.meandrina","C","C1d","P.meandrina 217"
"ML6126","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",6347,0.748202286926795,217,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","187","P.meandrina","D","D1","P.meandrina 217"
"ML6127","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",1177,0.146849656893325,217,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","788","P.meandrina","C","C1d","P.meandrina 217"
"ML6127","D1-D1as-D1at-D4-D6-D1bb-D1ba-D1ax-D1bd",5481,0.683842794759825,217,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","788","P.meandrina","D","D1","P.meandrina 217"
"ML6132","C42a/C42.2-C1-C42ak-C1b-C1j",11316,0.855458119141216,219,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","268","P.meandrina","C","C42a","P.meandrina 219"
"ML6134","C3/C3dc",166,0.0120762403608322,219,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","393","P.meandrina","C","C3","P.meandrina 219"
"ML6134","C42a/C42.2-C1-C42ak-C1b-C1j",11744,0.854357631310927,219,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","393","P.meandrina","C","C42a","P.meandrina 219"
"ML5987","C3/C3dc",251,0.013778338914201,220,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","540","P.verrucosa","C","C3","P.verrucosa 220"
"ML5987","C42a/C42.2-C1-C42ak-C1b-C1j",15553,0.853762968655651,220,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","540","P.verrucosa","C","C42a","P.verrucosa 220"
"ML5988","C3/C3dc",223,0.0132446397814337,221,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","44.6","P.verrucosa","C","C3","P.verrucosa 221"
"ML5988","C42a/C42.2-C1-C42ak-C1b-C1j",14313,0.850092059155432,221,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","44.6","P.verrucosa","C","C42a","P.verrucosa 221"
"ML6133","C3/C3dc",214,0.0149222508890593,219,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","341","P.meandrina","C","C3","P.meandrina 219"
"ML6133","C42a/C42.2-C1-C42ak-C1b-C1j",12127,0.845617460428143,219,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","341","P.meandrina","C","C42a","P.meandrina 219"
"ML5989","C3/C3dc",168,0.0147045951859956,221,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","162","P.verrucosa","C","C3","P.verrucosa 221"
"ML5989","C42a/C42.2-C1-C42ak-C1b-C1j",9600,0.840262582056893,221,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","162","P.verrucosa","C","C42a","P.verrucosa 221"
"ML5956","C1d/C1/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p",9826,0.899981681626672,210,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","44,2","P.verrucosa","C","C1d","P.verrucosa 210"
"ML5965","C1d/C1/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p",19921,0.898597140150661,213,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 213"
"ML6100","C1d/C1/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p",14758,0.896271104093283,208,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","34.2","P.verrucosa","C","C1d","P.verrucosa 208"
"ML5957","C1d/C1/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p",9331,0.896263567380655,210,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","44,2","P.verrucosa","C","C1d","P.verrucosa 210"
"ML5959","C1d/C1/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p",20301,0.890511909461771,211,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 211"
"ML5959","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",273,0.0119752599026188,211,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 211"
"ML6193","C1d/C42a-C1mt-C42.2-C1-C1nq",15878,0.963120223219701,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","76.5","P.verrucosa","C","C1d","P.verrucosa 159"
"ML6194","C1d/C42a-C1mt-C42.2-C1-C1nq",15071,0.961283326954969,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Non-upwelling","223","P.verrucosa","C","C1d","P.verrucosa 159"
"ML6192","C1d/C42a-C1mt-C42.2-C1-C1nq",12365,0.939446892569518,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Non-upwelling","178","P.verrucosa","C","C1d","P.verrucosa 159"
"ML6283","C1d/C42a-C1mt-C42.2-C1-C1nq",11008,0.838130044160195,219,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","447","P.meandrina","C","C1d","P.meandrina 219"
"ML6283","C1b/C3",444,0.0338053905893102,219,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","447","P.meandrina","C","C1b","P.meandrina 219"
"ML6060","C1d-C1mt-C42.2-C1-C3cg-C1b",20641,0.886146052462113,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","0.159","P.meandrina","C","C1d","P.meandrina 204"
"ML5847","C1d-C1mt-C42.2-C1-C3cg-C1b",10267,0.882499570225202,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Upwelling","29.1","P.verrucosa","C","C1d","P.verrucosa 189"
"ML6061","C1d-C1mt-C42.2-C1-C3cg-C1b",27657,0.872322977448352,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","41.1","P.meandrina","C","C1d","P.meandrina 204"
"ML5970","C1d/C42.2/C1-C1b-C3cg-C45c-C115k-C1au",25319,0.910067934294238,215,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","55","P.meandrina","C","C1d","P.meandrina 215"
"ML5990","C1d/C42.2/C1-C1b-C3cg-C45c-C115k-C1au",16820,0.879615103022696,221,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","136","P.verrucosa","C","C1d","P.verrucosa 221"
"ML5993","C1d-C42.2-C1-C3cg-C1b-C45c-C115k",29875,0.908607055961071,222,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","239",NA,"C","C1d","NA 222"
"ML5934","C1d-C42.2-C1-C3cg-C1b-C45c-C115k",13700,0.882333998840729,233,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling",">60","P.meandrina","C","C1d","P.meandrina 233"
"ML6088","D1bd",3246,0.579539367970005,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","404","P.verrucosa","D","D1bd","P.verrucosa 175"
"ML5999","D1at-D1-D1as",7878,0.72454704313437,224,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","101","P.verrucosa","D","D1at","P.verrucosa 224"
"ML5913","C1d-C42.2-C1bi",455,0.0189149864892954,226,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling","52","P.meandrina","C","C1d","P.meandrina 226"
"ML5913","D1-D1as-D4-D1at-D6-D1ax-D1ba",21207,0.881604655996674,226,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling","52","P.meandrina","D","D1","P.meandrina 226"
