"ID","symbtypes","relative","absolute","colony","Region","Locality","replicate","Site","Season","Qubit..ng.uL.","species","clade","symbtypes_s","species_colony"
"ML6148","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",19041,0.921234699308143,224,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","75.7","P.verrucosa","C","C1d","P.verrucosa 224"
"ML6108","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",16286,0.918348934250592,211,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","92.2","P.verrucosa","C","C1d","P.verrucosa 211"
"ML6165","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",14248,0.916446902939474,230,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","177","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6307","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",7927,0.915357967667437,227,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","299","P.verrucosa","C","C1d","P.verrucosa 227"
"ML6167","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",14942,0.914666993143976,230,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","132","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6152","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",11234,0.91429966631399,225,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","108","P.verrucosa","C","C1d","P.verrucosa 225"
"ML6109","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",16387,0.913484586654775,211,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","231","P.verrucosa","C","C1d","P.verrucosa 211"
"ML6091","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",17646,0.911372792066935,205,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","316","P.verrucosa","C","C1d","P.verrucosa 205"
"ML6158","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",13172,0.90973133503695,227,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","31.2","P.verrucosa","C","C1d","P.verrucosa 227"
"ML6115","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",12540,0.909090909090909,213,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","233","P.verrucosa","C","C1d","P.verrucosa 213"
"ML6156","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",15065,0.907803555287737,227,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","23.1","P.verrucosa","C","C1d","P.verrucosa 227"
"ML6099","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",13970,0.907791279485347,208,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","212","P.verrucosa","C","C1d","P.verrucosa 208"
"ML5945","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",17316,0.907166806370495,206,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","49",NA,"C","C1d","NA 206"
"ML5943","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",17894,0.906851814311778,206,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","0.239",NA,"C","C1d","NA 206"
"ML5942","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",15237,0.906694436179708,205,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","45,7","P.verrucosa","C","C1d","P.verrucosa 205"
"ML6110","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",14409,0.905713746935697,211,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","323","P.verrucosa","C","C1d","P.verrucosa 211"
"ML5986","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",20374,0.9050686331127,220,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","245","P.verrucosa","C","C1d","P.verrucosa 220"
"ML5958","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",21754,0.904344211182706,211,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","49.4","P.verrucosa","C","C1d","P.verrucosa 211"
"ML5974","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",18929,0.90374791119599,216,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","224","P.verrucosa","C","C1d","P.verrucosa 216"
"ML6101","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",12754,0.903577754162239,208,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","117","P.verrucosa","C","C1d","P.verrucosa 208"
"ML6171","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",10704,0.901921132457027,232,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","376","P.verrucosa","C","C1d","P.verrucosa 232"
"ML5935","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",18196,0.901104343089189,233,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","58","P.meandrina","C","C1d","P.meandrina 233"
"ML5997","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",10755,0.899698845574703,224,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","47.7","P.verrucosa","C","C1d","P.verrucosa 224"
"ML5911","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",21575,0.898471661183526,225,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","230","P.verrucosa","C","C1d","P.verrucosa 225"
"ML5964","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",27276,0.898271035731928,213,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","42","P.verrucosa","C","C1d","P.verrucosa 213"
"ML5963","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",30332,0.895726899565898,212,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling",">60","P.meandrina","C","C1d","P.meandrina 212"
"ML5927","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",21446,0.893434427595401,230,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","0.7","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6145","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",2221,0.890894504612916,223,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","285","P.verrucosa","C","C1d","P.verrucosa 223"
"ML5925","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",16223,0.890737385384066,230,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling","26.6","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6140","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",3059,0.889244186046512,221,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","152","P.verrucosa","C","C1d","P.verrucosa 221"
"ML6157","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",13462,0.88863951415935,227,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","289","P.verrucosa","C","C1d","P.verrucosa 227"
"ML5933","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",12905,0.887673682762416,232,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","373","P.verrucosa","C","C1d","P.verrucosa 232"
"ML5952","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",17434,0.8866398820119,209,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60","P.meandrina","C","C1d","P.meandrina 209"
"ML5915","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",20721,0.881032356817892,226,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","156","P.meandrina","C","C1d","P.meandrina 226"
"ML5917","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",9759,0.878239740820734,227,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","73","P.verrucosa","C","C1d","P.verrucosa 227"
"ML5928","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",11160,0.876256281407035,231,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling",">60","P.meandrina","C","C1d","P.meandrina 231"
"ML5921","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",2330,0.864884929472903,228,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","226","P.verrucosa","C","C1d","P.verrucosa 228"
"ML5926","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",3661,0.85517402476057,230,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","132","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6306","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",5828,0.696379495758155,227,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","221","P.verrucosa","C","C1d","P.verrucosa 227"
"ML6306","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",1687,0.201577249372685,227,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","221","P.verrucosa","D","D1","P.verrucosa 227"
"ML6335","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",8497,0.672550261199937,213,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","125","P.verrucosa","C","C1d","P.verrucosa 213"
"ML6335","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",2772,0.219407946810195,213,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","125","P.verrucosa","D","D1","P.verrucosa 213"
"ML6353","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",10040,0.652329283347411,207,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","406",NA,"C","C1d","NA 207"
"ML6353","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3687,0.239555584432461,207,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","406",NA,"D","D1","NA 207"
"ML6288","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",833,0.648249027237354,221,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","180","P.verrucosa","C","C1d","P.verrucosa 221"
"ML6288","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",360,0.280155642023346,221,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","180","P.verrucosa","D","D1","P.verrucosa 221"
"ML6308","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",5197,0.636497244335579,227,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","190","P.verrucosa","C","C1d","P.verrucosa 227"
"ML6308","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2075,0.254133496631966,227,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","190","P.verrucosa","D","D1","P.verrucosa 227"
"ML6299","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",5433,0.611962153638207,224,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","156","P.verrucosa","C","C1d","P.verrucosa 224"
"ML6299","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2501,0.281707591799955,224,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","156","P.verrucosa","D","D1","P.verrucosa 224"
"ML6287","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",5172,0.548695098663272,220,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","316","P.verrucosa","C","C1d","P.verrucosa 220"
"ML6287","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3188,0.338213452153618,220,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","316","P.verrucosa","D","D1","P.verrucosa 220"
"ML6124","C1d-C42.2-C1-C1k-C1b-C3cg",12600,0.924160187765879,216,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","401","P.verrucosa","C","C1d","P.verrucosa 216"
"ML6242","C1d-C42.2-C1-C1k-C1b-C3cg",6265,0.922272928014132,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","93.6","P.meandrina","C","C1d","P.meandrina 204"
"ML6149","C1d-C42.2-C1-C1k-C1b-C3cg",19035,0.922238372093023,224,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","292","P.verrucosa","C","C1d","P.verrucosa 224"
"ML6125","C1d-C42.2-C1-C1k-C1b-C3cg",13731,0.919199357343687,216,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","159","P.verrucosa","C","C1d","P.verrucosa 216"
"ML6332","C1d-C42.2-C1-C1k-C1b-C3cg",11271,0.918881460948965,214,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","254","P.verrucosa","C","C1d","P.verrucosa 214"
"ML5975","C1d-C42.2-C1-C1k-C1b-C3cg",19696,0.91724491221534,216,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","270","P.verrucosa","C","C1d","P.verrucosa 216"
"ML5976","C1d-C42.2-C1-C1k-C1b-C3cg",19391,0.915965989607936,217,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","26.8","P.meandrina","C","C1d","P.meandrina 217"
"ML6147","C1d-C42.2-C1-C1k-C1b-C3cg",15713,0.915729354857509,224,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","191","P.verrucosa","C","C1d","P.verrucosa 224"
"ML5983","C1d-C42.2-C1-C1k-C1b-C3cg",22683,0.913053978988045,219,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","364","P.meandrina","C","C1d","P.meandrina 219"
"ML5919","C1d-C42.2-C1-C1k-C1b-C3cg",27546,0.911968217182586,228,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling","55","P.verrucosa","C","C1d","P.verrucosa 228"
"ML5991","C1d-C42.2-C1-C1k-C1b-C3cg",23502,0.907553290083411,222,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","49.9",NA,"C","C1d","NA 222"
"ML5971","C1d-C42.2-C1-C1k-C1b-C3cg",29319,0.907456126775821,215,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","99.9","P.meandrina","C","C1d","P.meandrina 215"
"ML6117","C1d-C42.2-C1-C1k-C1b-C3cg",12230,0.90733733956525,214,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","321","P.verrucosa","C","C1d","P.verrucosa 214"
"ML5992","C1d-C42.2-C1-C1k-C1b-C3cg",21849,0.904982810752599,222,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","115",NA,"C","C1d","NA 222"
"ML6173","C1d-C42.2-C1-C1k-C1b-C3cg",19528,0.904911955514365,232,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","540","P.verrucosa","C","C1d","P.verrucosa 232"
"ML5985","C1d-C42.2-C1-C1k-C1b-C3cg",20305,0.903729748976322,220,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","55","P.verrucosa","C","C1d","P.verrucosa 220"
"ML6139","C1d-C42.2-C1-C1k-C1b-C3cg",3578,0.903535353535354,221,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","390","P.verrucosa","C","C1d","P.verrucosa 221"
"ML6159","C1d-C42.2-C1-C1k-C1b-C3cg",12950,0.903131320175744,228,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","53.4","P.verrucosa","C","C1d","P.verrucosa 228"
"ML5966","C1d-C42.2-C1-C1k-C1b-C3cg",27196,0.897232027976642,213,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 213"
"ML5923","C1d-C42.2-C1-C1k-C1b-C3cg",23158,0.894131274131274,229,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","164","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6118","C1d-C42.2-C1-C1k-C1b-C3cg",11266,0.892497821437059,214,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","258","P.verrucosa","C","C1d","P.verrucosa 214"
"ML5972","C1d-C42.2-C1-C1k-C1b-C3cg",23770,0.890328863585287,215,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","489","P.meandrina","C","C1d","P.meandrina 215"
"ML5916","C1d-C42.2-C1-C1k-C1b-C3cg",20737,0.888665095350332,227,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 227"
"ML5973","C1d-C42.2-C1-C1k-C1b-C3cg",16430,0.886526736092376,216,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","38.1","P.verrucosa","C","C1d","P.verrucosa 216"
"ML5973","D1/D1as-D1ba-D1bb-D4-D6-D1ax-D1at-D1ea-D1dy",196,0.0105757297793126,216,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","38.1","P.verrucosa","D","D1","P.verrucosa 216"
"ML5918","C1d-C42.2-C1-C1k-C1b-C3cg",23255,0.886309932159463,227,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","246","P.verrucosa","C","C1d","P.verrucosa 227"
"ML5922","C1d-C42.2-C1-C1k-C1b-C3cg",21851,0.884691687922588,229,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling","47.7","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6160","C1d-C42.2-C1-C1k-C1b-C3cg",1498,0.881176470588235,228,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","300","P.verrucosa","C","C1d","P.verrucosa 228"
"ML5924","C1d-C42.2-C1-C1k-C1b-C3cg",25977,0.872091852150267,229,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","116","P.verrucosa","C","C1d","P.verrucosa 229"
"ML6144","C1d-C42.2-C1-C1k-C1b-C3cg",2452,0.863684395914054,223,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","123","P.verrucosa","C","C1d","P.verrucosa 223"
"ML6116","C1d-C42.2-C1-C1k-C1b-C3cg",10189,0.855715125556395,213,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","229","P.verrucosa","C","C1d","P.verrucosa 213"
"ML6116","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",742,0.0623162845385068,213,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","229","P.verrucosa","D","D1","P.verrucosa 213"
"ML6301","C1d-C42.2-C1-C1k-C1b-C3cg",6709,0.724748838716647,225,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","430","P.verrucosa","C","C1d","P.verrucosa 225"
"ML6301","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",1466,0.158366641460516,225,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","430","P.verrucosa","D","D1","P.verrucosa 225"
"ML6285","C1d-C42.2-C1-C1k-C1b-C3cg",9977,0.62693226090235,220,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","294","P.verrucosa","C","C1d","P.verrucosa 220"
"ML6285","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4377,0.275040844539399,220,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","294","P.verrucosa","D","D1","P.verrucosa 220"
"ML6296","C1d-C42.2-C1-C1k-C1b-C3cg",7010,0.618765998764233,223,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","343","P.verrucosa","C","C1d","P.verrucosa 223"
"ML6296","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3292,0.290581693000265,223,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","343","P.verrucosa","D","D1","P.verrucosa 223"
"ML6289","C1d-C42.2-C1-C1k-C1b-C3cg",6075,0.610430064308682,221,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","600","P.verrucosa","C","C1d","P.verrucosa 221"
"ML6289","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2878,0.289188102893891,221,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","600","P.verrucosa","D","D1","P.verrucosa 221"
"ML6286","C1d-C42.2-C1-C1k-C1b-C3cg",7815,0.600830322134235,220,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","279","P.verrucosa","C","C1d","P.verrucosa 220"
"ML6286","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3851,0.296071346198201,220,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","279","P.verrucosa","D","D1","P.verrucosa 220"
"ML6302","C1d-C42.2-C1-C1k-C1b-C3cg",4474,0.523826249853647,225,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","276","P.verrucosa","C","C1d","P.verrucosa 225"
"ML6302","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2963,0.346914881161457,225,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","276","P.verrucosa","D","D1","P.verrucosa 225"
"ML6294","C1d-C42.2-C1-C1k-C1b-C3cg",5602,0.514086445810774,223,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","244","P.verrucosa","C","C1d","P.verrucosa 223"
"ML6294","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4131,0.379095163806552,223,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","244","P.verrucosa","D","D1","P.verrucosa 223"
"ML6333","C1d-C42.2-C1-C1k-C1b-C3cg",8416,0.49934733594399,213,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","82.6","P.verrucosa","C","C1d","P.verrucosa 213"
"ML6333","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",6266,0.371781179541949,213,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","82.6","P.verrucosa","D","D1","P.verrucosa 213"
"ML6249","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",11157,0.9613131139066,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","475","P.meandrina","C","C1d","P.meandrina 201"
"ML6250","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",12734,0.96127425077376,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","46","P.meandrina","C","C1d","P.meandrina 201"
"ML6251","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",6152,0.95409429280397,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","293","P.meandrina","C","C1d","P.meandrina 201"
"ML6080","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",17085,0.953883088604768,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","287","P.meandrina","C","C1d","P.meandrina 178"
"ML6233","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",13195,0.949075739049126,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","600","P.meandrina","C","C1d","P.meandrina 187"
"ML6339","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",12836,0.948706577974871,211,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","315","P.verrucosa","C","C1d","P.verrucosa 211"
"ML6341","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",14287,0.947413793103448,211,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","458","P.verrucosa","C","C1d","P.verrucosa 211"
"ML6340","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",13272,0.940942928039702,211,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","456","P.verrucosa","C","C1d","P.verrucosa 211"
"ML6321","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",10232,0.940009186954525,230,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","945","P.verrucosa","C","C1d","P.verrucosa 230"
"ML6238","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",12149,0.93967050815995,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","510","P.verrucosa","C","C1d","P.verrucosa 189"
"ML6232","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",10394,0.938256002888608,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","510","P.meandrina","C","C1d","P.meandrina 187"
"ML6231","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",14099,0.92835978139198,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","600","P.meandrina","C","C1d","P.meandrina 187"
"ML6357","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",14793,0.927344533600802,205,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","245","P.verrucosa","C","C1d","P.verrucosa 205"
"ML5877","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",39479,0.926715335320767,169,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Contadora","Upwelling","40.8","P.meandrina","C","C1d","P.meandrina 169"
"ML6239","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",12377,0.926214173464043,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","145","P.verrucosa","C","C1d","P.verrucosa 189"
"ML6237","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",13693,0.925327746992837,189,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","367","P.verrucosa","C","C1d","P.verrucosa 189"
"ML6328","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",17690,0.925112435937663,232,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","357","P.verrucosa","C","C1d","P.verrucosa 232"
"ML6323","C1d/C1-C1mt-C42.2-C3cg-C1b-C3cw",13398,0.923617813318627,230,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","226","P.verrucosa","C","C1d","P.verrucosa 230"
