sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
172007	ML5937	5937_S219_L001_R1_001.fastq.gz	81242046cc4dbeed829f73bd0015d3ff998589cb1be69c3628bb10f50b1002cd	5937_S219_L001_R2_001.fastq.gz	86a469645cb6d00bfb62f4e5012aaad80548812787fa19f760147290105cd6f9	899	20231006T210441_mleray	1.6014959893706018	1.0859701786329412	0.042911274051473845	1.0859701786329412	0.042911274051473845	0.0	0.0	0.0	0.0	1.0	0.0011318340632842873	0	0	0	0.03956498203828552	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172008	ML5938	5938_S231_L001_R1_001.fastq.gz	8f6077b09d9e49ef35be13d07b8f9358399d2f4942fff06aa84f0ca93d9200b0	5938_S231_L001_R2_001.fastq.gz	a7b90b5b4bc617374c62f2568619d66cf0ad487dc68ac2725d4814f2622f18af	899	20231006T210441_mleray	1.4665606542480691	1.0751476601544752	0.03984552476147206	1.0751476601544752	0.03984552476147206	0.0	0.0	0.0	0.0	1.0	0.0016810540663334847	0	0	0.0023625624716038162	0.03253066787823716	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172001	ML5931	5931_S242_L001_R1_001.fastq.gz	5399f01cb94e6960f20ed73c323f1522d54b1f6021a9bafe6c7ff7bb2c3fba9a	5931_S242_L001_R2_001.fastq.gz	da1feff9bcc4da1f3887afe8f6cae8cd47e2c54e6fd790eef0700a3ee354245e	899	20231006T210441_mleray	1.4640081353962373	1.0737633471344519	0.03555603980533159	1.0736543909348442	0.035519721072129	0.00010895619960775768	3.631873320258589e-05	0.0	0.0	1.0	0.0012348369288879204	0	0	0.0014527493281034358	0.03265054114912472	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172006	ML5936	5936_S207_L001_R1_001.fastq.gz	bd33737378a74e36e09f8412ea422f3600ee23bfe415c5d43ed5a447cddc6958	5936_S207_L001_R2_001.fastq.gz	710caf190602a0d127cf8794d895b970b2d3fc8827271af40c09a0f8e3595fa4	899	20231006T210441_mleray	1.876667818873142	1.0741099204977531	0.04541997926028344	1.0741099204977531	0.04541997926028344	0.0	0.0	0.0	0.0	1.0	0.001797442101624611	0	0	0.0016591773245765642	0.03525751814725198	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172267	ML6179	6179_S96_L001_R1_001.fastq.gz	b3879e35997c7f70b03d3868f52e140641925b5c9c6903ad4c06635938fe3d32	6179_S96_L001_R2_001.fastq.gz	929335f51aba15988e0b7b5033458ce4b596fe68eb42c05d43a660a7d56ef79d	899	20231006T210441_mleray	2.6813615668136155	1.1078268410782683	0.054419310544193106	1.1078268410782683	0.054419310544193106	0.0	0.0	0.0	0.0	1.0	0.0030353400303534004	0	0	0.0047698200476982006	0.026089470260894705	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172258	ML6170	6170_S83_L001_R1_001.fastq.gz	8303628a0f9088467c9317415a93dae95700ea6190e0386128f6647510744467	6170_S83_L001_R2_001.fastq.gz	b5371955e59fdfdae8bb0f772bcea1d5dee75514861c5461a16729bab0e389eb	899	20231006T210441_mleray	2.410419056616506	1.0752412443484716	0.05277009244888319	1.0750388015385655	0.05270261151224779	0.0002024428099062015	6.74809366354005e-05	0.0	0.0	1.0	0.003374046831770025	0	0	0.01120183548147648	0.01781496727174573	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172413	ML6325	6325_S355_L001_R1_001.fastq.gz	1d74a417e43ffbd34672146af6496402e678e333884746c9d10551e1d44c6270	6325_S355_L001_R2_001.fastq.gz	88935bba642d6cd4e1c824cdff82daea3dbcbff6aab42aa76b75f26d70c7ac25	899	20231006T210441_mleray	2.5642349903163333	1.0752743705616528	0.052679147837314394	1.0752743705616528	0.052679147837314394	0.0	0.0	0.0	0.0	1.0	0.004519044544867657	0	0	0.0024531956100710137	0.01471917366042608	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172265	ML6177	6177_S167_L001_R1_001.fastq.gz	673e5a31f8b6d82825dbc163a04d7c16bc0da1d8812a9925b5af51b198226742	6177_S167_L001_R2_001.fastq.gz	8058e474d19b560e1a30a0077f50461c41f73271109f294a313dad36a98b00c3	899	20231006T210441_mleray	2.4892545982575025	1.0942884801548887	0.05498547918683446	1.0942884801548887	0.05498547918683446	0.0	0.0	0.0	0.0	1.0	0.004453049370764763	0	0	0.011616650532429815	0.02216844143272023	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172256	ML6168	6168_S154_L001_R1_001.fastq.gz	23528ccb3b3f6a95e702196bfe12cb0282eb7cf2a3df6bc4e894e85d4081e75e	6168_S154_L001_R2_001.fastq.gz	b0e9b0d0ea4a5b5e566bf0d90d1321ef2816b230357beb48e133b821bdab529e	899	20231006T210441_mleray	2.5700321987120516	1.0905013799448022	0.051517939282428704	1.0905013799448022	0.051517939282428704	0.0	0.0	0.0	0.0	1.0	0.004944802207911683	0	0	0.01218951241950322	0.021619135234590615	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
172412	ML6324	6324_S343_L001_R1_001.fastq.gz	dbf471efc139a834fc112b338965c2233c4067214587b2d3057687cadbbb97ab	6324_S343_L001_R2_001.fastq.gz	3f093bf71b114091bafc8c4403146124e30fc8527898489c36995ba1e4a5d212	899	20231006T210441_mleray	2.5234682909351487	1.0658067598232415	0.04502567777379673	1.0658067598232415	0.04502567777379673	0.0	0.0	0.0	0.0	1.0	0.0038218081930013136	0	0	0	0.015526095784067839	0	0	0	0	0	Coral fragment	Cnidaria	Hexacorallia	Scleractinia	Pocilloporidae	Pocillopora	sp.	7.59378000	-81.71281000	2022	NoData
